package,github,n_downloads,n_prod_deps,n_dev_deps,stars,issues
@inquirer/editor,SBoudrias/Inquirer.js,605090.0,3,0,19208,1344
@fluentui/example-data,microsoft/fluentui,208583.0,1,4,17496,30035
@uniswap/v2-core,Uniswap/uniswap-v2-core,4465101.0,0,11,2758,198
image-promise,fregante/image-promise,180217.0,0,4,145,26
frida,frida/frida-node,84631.0,4,8,261,93
effector,effector/effector,1524057.0,0,0,4459,1016
@feathersjs/generators,feathersjs/feathers,56429.0,5,32,14881,3219
proper-lockfile,moxystudio/node-proper-lockfile,87250542.0,3,16,227,118
@wordpress/custom-templated-path-webpack-plugin,WordPress/gutenberg,53057.0,2,0,9755,59167
handlebars-intl,yahoo/handlebars-intl,907823.0,3,21,265,92
@babel/helper-define-map,babel/babel,108276341.0,2,0,42821,15604
seroval,lxsmnsyc/seroval,1266387.0,0,7,422,40
@jest/core,jestjs/jest,1003408890.0,29,5,43399,14852
cssom,NV/CSSOM,1645753764.0,0,0,743,117
node-opcua-pseudo-session,node-opcua/node-opcua,1073596.0,19,0,1404,1350
angular-validation-match,TheSharpieOne/angular-validation-match,159046.0,1,20,224,43
@thirdweb-dev/service-utils,thirdweb-dev/js,24173.0,2,15,290,2484
svg.draw.js,svgdotjs/svg.draw.js,88871.0,1,7,224,69
node-gcm,ToothlessGear/node-gcm,2448299.0,3,4,1302,389
user-home,sindresorhus/user-home,106026818.0,1,2,161,6
react-native-actions-sheet,ammarahm-ed/react-native-actions-sheet,859956.0,3,20,1303,347
autocompleter,kraaden/autocomplete,1746859.0,0,7,423,111
@graphcommerce/magento-cart-email,graphcommerce-org/graphcommerce,63836.0,20,0,261,2206
serialize-javascript,yahoo/serialize-javascript,1965338330.0,1,4,2773,173
embla-carousel-auto-height,davidjerleke/embla-carousel,213558.0,1,12,4672,543
js-crypto-pbkdf,junkurihara/jscu,200526.0,3,0,142,1635
@welcome-ui/core,WTTJ/welcome-ui,41654.0,5,0,589,2425
@types/confidence,DefinitelyTyped/DefinitelyTyped,73385.0,0,0,46776,66341
@jupyterlab/tooltip-extension,jupyterlab/jupyterlab,1203055.0,13,3,13667,15931
jest-jasmine1,facebook/jest,47393.0,2,0,43399,14852
cypress-on-rails,shakacode/cypress-on-rails,49862.0,1,0,402,146
allotment,johnwalley/allotment,836789.0,8,53,814,749
@types/d3-hierarchy,DefinitelyTyped/DefinitelyTyped,51045330.0,0,0,46776,66341
@aws-sdk/client-kms,aws/aws-sdk-js-v3,10355123.0,40,7,2801,5575
querymen,diegohaz/querymen,123025.0,2,20,129,85
@zag-js/range-slider,chakra-ui/zag,239850.0,10,1,3551,1260
ngx-select-ex,optimistex/ngx-select-ex,424077.0,2,0,109,205
freezer-js,arqex/freezer,127877.0,0,10,1275,118
gatsby-plugin-google-analytics,gatsbyjs/gatsby,2130840.0,6,5,54975,36115
react-native-shake,Doko-Demo-Doa/react-native-shake,1203064.0,4,13,234,61
aframe-layout-component,ngokevin/kframe,67635.0,2,15,1335,339
js-crypto-hmac,junkurihara/jscu,785344.0,2,2,142,1635
nestjs-zod,risenforces/nestjs-zod,416879.0,5,21,494,92
@types/micromodal,DefinitelyTyped/DefinitelyTyped,170548.0,0,0,46776,66341
nestia,samchon/nestia,35566.0,3,6,1566,829
@solana/wallet-adapter-torus,solana-labs/wallet-adapter,1572735.0,7,5,1266,900
@types/graphqurl,DefinitelyTyped/DefinitelyTyped,41851.0,0,0,46776,66341
@otplib/plugin-thirty-two,yeojz/otplib,13151093.0,2,0,1837,703
@yarnpkg/plugin-constraints,yarnpkg/berry,305365.0,7,4,7029,5459
@wordpress/priority-queue,WordPress/gutenberg,2396266.0,2,0,9755,59167
@types/lodash.omitby,DefinitelyTyped/DefinitelyTyped,919119.0,1,0,46776,66341
ts-mocha,piotrwitek/ts-mocha,13381127.0,3,8,188,88
ste-core,KeesCBakker/Strongly-Typed-Events-for-TypeScript,399181.0,0,8,135,537
@carbon/icons-vue,carbon-design-system/carbon,280365.0,1,7,7410,15295
jquery.customSelect,adamcoulombe/jquery.customSelect,26445.0,1,0,586,112
conventional-changelog-conventionalcommits,conventional-changelog/conventional-changelog,144872841.0,1,0,7496,1213
@colyseus/greeting-banner,colyseus/colyseus,94069.0,0,0,5411,641
@ceramicnetwork/stream-tile,ceramicnetwork/js-ceramic,235112.0,8,0,412,3174
@itwin/core-backend,iTwin/itwinjs-core,373217.0,18,36,561,5498
angular-ui-date,angular-ui/ui-date,155608.0,0,23,266,181
@fluent/bundle,projectfluent/fluent.js,425313.0,0,1,883,625
jsencrypt,travist/jsencrypt,4449927.0,0,18,6507,305
dragster,bensmithett/dragster,28986.0,0,1,103,17
vuedraggable,SortableJS/Vue.Draggable,31307670.0,2,25,19633,1228
@protobufjs/float,dcodeIO/protobuf.js,400824395.0,0,5,9564,1971
@istanbuljs/nyc-config-babel,istanbuljs/istanbuljs,1107984.0,2,0,965,761
@types/mailgun-js,DefinitelyTyped/DefinitelyTyped,2620795.0,2,0,46776,66341
message-format,format-message/format-message,1739417.0,2,0,202,332
webpack-manifest-plugin,shellscape/webpack-manifest-plugin,224931379.0,3,28,1425,300
react-springy-parallax,drcmda/react-springy-parallax,22844.0,4,13,1323,25
@bumbag/emotion-css,emotion-js/emotion,27187.0,6,2,17101,3019
framework7-react,framework7io/framework7,74472.0,0,0,17787,4192
@webiny/api-form-builder-so-ddb-es,webiny/webiny-js,31494.0,11,15,7056,3895
@subsquid/typeorm-store,subsquid/squid,42600.0,3,7,1140,250
@remirror/core,remirror/remirror,1256169.0,12,1,2562,2085
is,enricomarino/is,92269242.0,0,8,190,40
@abp/signalr,abpframework/abp,31643.0,2,0,12077,18829
@sayem314/react-native-keep-awake,sayem314/react-native-keep-awake,588633.0,0,0,187,12
@turf/planepoint,Turfjs/turf,13390867.0,2,5,8698,2557
@hint/hint-validate-set-cookie-header,webhintio/hint,1834518.0,6,13,3586,5677
typescript-fsa-reducers,dphilipson/typescript-fsa-reducers,1888286.0,1,11,219,54
pickadate,amsul/pickadate.js,696817.0,1,31,7706,1250
@microsoft/recognizers-text-date-time,Microsoft/Recognizers-Text,1768733.0,4,0,1641,3094
nav-frontend-lenkepanel,navikt/nav-frontend-moduler,23923.0,5,7,146,2704
@types/tizen-common-web,DefinitelyTyped/DefinitelyTyped,474524.0,0,0,46776,66341
@instructure/ui-icons-build,instructure/instructure-ui,84351.0,18,0,426,1463
@types/atob,DefinitelyTyped/DefinitelyTyped,5083364.0,0,0,46776,66341
@heml/utils,SparkPost/heml,37509.0,3,0,4330,103
create-twilio-function,twilio-labs/serverless-toolkit,91141.0,12,2,106,507
@zowe/zos-console-for-zowe-sdk,zowe/zowe-cli,72351.0,2,3,101,1999
@bentley/orbitgt-core,imodeljs/imodeljs,32351.0,0,15,561,5500
@walletconnect/node,walletconnect/walletconnect-monorepo,60165.0,4,14,1216,2242
@thi.ng/equiv,thi-ng/umbrella,5281601.0,0,5,3179,435
@syncfusion/ej2-angular-richtexteditor,syncfusion/ej2-angular-ui-components,438916.0,4,0,272,263
etherspot,etherspot/etherspot-sdk,52101.0,14,25,366,241
@livingdocs/editable.js,livingdocsIO/editable.js,72181.0,2,33,218,467
@tds/core-standalone-icon,telusdigital/tds,213612.0,7,1,100,1876
babel-plugin-jsx-control-statements,AlexGilleran/jsx-control-statements,770570.0,1,14,1604,122
eslint-loader,webpack-contrib/eslint-loader,89050750.0,7,26,1058,337
@types/html-webpack-template,DefinitelyTyped/DefinitelyTyped,29244.0,1,0,46776,66341
@storybook/vue-webpack5,storybookjs/storybook,240963.0,11,4,82328,24197
piral-adal,smapiot/piral,65203.0,1,1,1600,675
@ngx-resource/handler-ngx-http,troyanskiy/ngx-resource,167993.0,5,0,200,221
@ionic-native/http,ionic-team/ionic-native,803212.0,3,0,2360,4704
@dicebear/pixel-art,dicebear/dicebear,115511.0,1,5,6413,307
@types/cors,DefinitelyTyped/DefinitelyTyped,319813571.0,1,0,46776,66341
@putout/plugin-apply-comparison-order,coderaiser/putout,147356.0,1,8,642,199
scalameta-parsers,scalameta/scalameta,36534.0,0,0,1086,3642
@ngui/map,ng2-ui/map,159122.0,3,29,259,301
@rooks/use-did-mount,imbhargav5/rooks,59706.0,1,0,3102,1731
ladda,hakimel/Ladda,3351947.0,1,9,7872,105
gatsby-admin,gatsbyjs/gatsby,129691.0,1,36,54975,36115
@graphql-tools/stitching-directives,ardatan/graphql-tools,1544770.0,4,0,5273,5740
stackdriver-errors-js,GoogleCloudPlatform/stackdriver-errors-js,1363022.0,1,16,358,131
@types/colorbrewer,DefinitelyTyped/DefinitelyTyped,30575.0,0,0,46776,66341
@syncfusion/ej2-angular-notifications,syncfusion/ej2-angular-ui-components,241903.0,4,0,272,263
docxtemplater,open-xml-templating/docxtemplater,3104238.0,1,38,2814,745
fx,antonmedv/fx,1950292.0,0,0,18125,272
blueimp-md5,blueimp/JavaScript-MD5,87850136.0,0,9,4537,38
snowpack,snowpackjs/snowpack,1017396.0,52,1,19543,2381
@types/post-robot,DefinitelyTyped/DefinitelyTyped,241287.0,0,0,46776,66341
markerjs,ailon/markerjs,125633.0,0,0,103,75
@webiny/api-file-manager-s3,webiny/webiny-js,57412.0,19,7,7056,3895
bs-log,MinimaHQ/bs-log,23022.0,1,0,107,40
lodash.unset,lodash/lodash,6773298.0,0,0,58625,5615
pouchdb-mapreduce,pouchdb/pouchdb,407142.0,3,0,16219,8837
@nativescript-community/ui-material-tabs,nativescript-community/ui-material-components,50028.0,2,0,214,459
@snowpack/plugin-dotenv,snowpackjs/snowpack,380569.0,2,0,19543,2381
@chakra-ui/editable,chakra-ui/chakra-ui,21606013.0,11,4,36203,6647
@quasar/quasar-app-extension-qcalendar,quasarframework/quasar-ui-qcalendar,160371.0,1,8,409,394
api-documenter-me,microsoft/rushstack,71411.0,7,8,5539,4552
next-on-pages-vercel-cli,vercel/vercel,55698.0,10,128,11987,7548
cursor-effects,tholman/cursor-effects,67141.0,0,2,3144,70
@thi.ng/errors,thi-ng/umbrella,5982683.0,0,6,3179,435
backbone-redux,redbooth/backbone-redux,249846.0,5,15,191,15
workshopper-adventure,workshopper/workshopper-adventure,29187.0,14,4,240,114
sp-pnp-js,SharePoint/PnP-JS-Core,51342.0,2,32,382,830
@webiny/cli-plugin-scaffold-ci,webiny/webiny-js,39321.0,11,10,7056,3895
@cspell/dict-fa-ir,streetsidesoftware/cspell-dicts,55305.0,0,0,200,3021
@types/react-native-platform-touchable,DefinitelyTyped/DefinitelyTyped,81569.0,2,0,46776,66341
@uiball/loaders,GriffinJohnston/uiball-loaders,595976.0,2,17,1309,22
nativescript-ui-listview,NativeScript/plugins,98019.0,1,0,181,571
k6,loadimpact/k6,2665245.0,0,0,22994,3586
random-access-file,random-access-storage/random-access-file,493144.0,1,2,152,40
@contentful/field-editor-test-utils,contentful/field-editors,358485.0,6,3,144,1623
@metaplex-foundation/mpl-auction,metaplex-foundation/metaplex-program-library,402933.0,3,2,548,1127
@jetbrains/kotlinc-js-api,JetBrains/create-react-kotlin-app,27091.0,2,0,2477,602
@angular-material-components/datetime-picker,h2qutc/angular-material-components,3008600.0,7,0,315,384
@ganache/promise-queue,trufflesuite/ganache,25111.0,1,5,2581,2101
vue-datepicker-local,weifeiyue/vue-datepicker-local,45487.0,1,18,298,108
@types/fingerprintjs,DefinitelyTyped/DefinitelyTyped,141882.0,0,0,46776,66341
react-native-hole-view,ibitcy/react-native-hole-view,203015.0,2,4,343,32
lodash-es,lodash/lodash,392851466.0,0,0,58625,5615
@graphy/core.data.factory,blake-regalia/graphy.js,69893.0,1,0,159,66
grunt-manifest,gunta/grunt-manifest,33341.0,0,4,173,64
@bugsnag/plugin-strip-query-string,bugsnag/bugsnag-js,43025.0,1,1,820,2093
@comunica/actor-rdf-metadata-extract-put-accepted,comunica/comunica,140455.0,2,0,405,1255
@types/prosemirror-dev-tools,DefinitelyTyped/DefinitelyTyped,191111.0,1,0,46776,66341
@dbmate/linux-x64,amacneil/dbmate,70128.0,0,0,4222,457
@0xproject/types,0xProject/0x-monorepo,177070.0,3,6,1406,2735
@opentelemetry/context-zone,open-telemetry/opentelemetry-js,4180277.0,2,3,2401,4217
@ngbracket/ngx-layout,ngbracket/ngx-layout,37261.0,6,0,165,53
@types/randomcolor,DefinitelyTyped/DefinitelyTyped,1974509.0,0,0,46776,66341
@types/fast-redact,DefinitelyTyped/DefinitelyTyped,903301.0,0,0,46776,66341
argparse,nodeca/argparse,3082778680.0,0,5,480,176
@airgap/coinlib-core,airgap-it/airgap-coin-lib,79052.0,7,0,142,55
@aws-amplify/amplify-environment-parameters,aws-amplify/amplify-cli,133335.0,3,3,2781,12172
@graphql-yoga/redis-event-target,dotansimha/graphql-yoga,202620.0,3,0,7965,2999
@types/cfenv,DefinitelyTyped/DefinitelyTyped,109952.0,0,0,46776,66341
@cosmjs/stream,cosmos/cosmjs,2215804.0,1,33,592,1564
@comunica/bus-rdf-join-selectivity,comunica/comunica,67838.0,3,0,405,1255
@rmwc/grid,rmwc/rmwc,283794.0,5,0,1640,1358
@ngstack/code-editor,ngstack/code-editor,135357.0,3,0,113,1334
@types/signalr-no-jquery,DefinitelyTyped/DefinitelyTyped,139801.0,0,0,46776,66341
@fluentui-react-native/experimental-tabs,microsoft/fluentui-react-native,27380.0,11,7,1146,3477
@google-cloud/recommender,googleapis/google-cloud-node,40295.0,1,15,2748,5087
@aws-sdk/client-device-farm,aws/aws-sdk-js-v3,293354.0,40,7,2801,5575
react-container-dimensions,okonet/react-container-dimensions,1384627.0,5,23,232,65
confusing-browser-globals-fresh,facebook/create-react-app,51612.0,0,1,101699,12489
@types/vue-color,DefinitelyTyped/DefinitelyTyped,324712.0,1,0,46776,66341
@malagu/vue,cellbang/malagu,36760.0,22,2,674,197
@vssue/vuepress-plugin-vssue,meteorlxy/vssue,92577.0,2,1,755,171
ts-node-dev,whitecolor/ts-node-dev,47419625.0,12,27,3369,342
@cspell/cspell-bundled-dicts,streetsidesoftware/cspell,10600832.0,48,2,1066,5316
@webex/plugin-meetings,webex/webex-js-sdk,345684.0,25,13,164,3435
@types/feathersjs__authentication,DefinitelyTyped/DefinitelyTyped,25032.0,2,0,46776,66341
@ledgerhq/icons-ui,LedgerHQ/ledger-live,23098.0,4,16,379,6378
conventional-changelog-express,conventional-changelog/conventional-changelog,41677163.0,0,0,7496,1213
@types/traverse,DefinitelyTyped/DefinitelyTyped,4351759.0,0,0,46776,66341
react-spreadsheet-import,UgnisSoftware/react-spreadsheet-import,90831.0,15,51,379,252
@marblejs/middleware-io,marblejs/marble,26163.0,6,2,2140,387
@chialab/estransform,chialab/rna,123100.0,1,6,159,185
@date-io/luxon,dmtrKovalenko/date-io,50332249.0,2,4,693,665
node-notifier-cli,mikaelbr/node-notifier-cli,31874.0,3,7,141,35
@types/react-toastify,fkhadra/react-toastify,1052348.0,1,0,12026,1010
vuex-electron,vue-electron/vuex-electron,36866.0,2,18,305,94
@napi-rs/canvas,Brooooooklyn/canvas,874695.0,0,37,1539,793
@smithy/chunked-blob-reader-native,awslabs/smithy-typescript,13032711.0,2,5,184,1207
worker-timers,chrisguttandin/worker-timers,1035854.0,4,45,507,436
@aws-cdk/aws-lambda-go,aws/aws-cdk,63145.0,6,6,11030,28455
p-memoize,sindresorhus/p-memoize,33918040.0,2,11,370,55
react-lazy-hydration,hadeeb/react-lazy-hydration,859124.0,2,31,368,47
@react-hook/timeout,jaredLunde/react-hook,59341.0,2,19,1373,302
@typechain/ethers-v5,ethereum-ts/Typechain,10124358.0,7,10,2697,848
graphql-typed,Shopify/quilt,9442137.0,1,0,1644,2699
v-jsoneditor,yansenlei/VJsoneditor,641728.0,1,13,180,59
@mongosh/types,mongodb-js/mongosh,370123.0,1,7,290,1871
markdown-pdf,alanshaw/markdown-pdf,295768.0,9,5,2628,215
isbinaryfile,gjtorikian/isBinaryFile,232697040.0,0,9,161,73
@types/changelog-parser,DefinitelyTyped/DefinitelyTyped,136130.0,0,0,46776,66341
0x.js,0xProject/0x-monorepo,122124.0,16,29,1406,2735
sales-tax,valeriansaliou/node-sales-tax,256358.0,4,5,288,66
react-native-draggable-grid,SHISME/react-native-draggable-grid,56705.0,2,12,277,93
@types/restify-errors,DefinitelyTyped/DefinitelyTyped,836615.0,1,0,46776,66341
@types/graphviz,DefinitelyTyped/DefinitelyTyped,519660.0,1,0,46776,66341
@cardano-sdk/util-dev,input-output-hk/cardano-js-sdk,23370.0,15,8,198,1131
@types/axios,mzabriskie/axios,20893428.0,1,0,103636,6066
jquery-mockjax,jakerella/jquery-mockjax,1069393.0,0,20,2124,361
@types/enzyme-adapter-react-15,DefinitelyTyped/DefinitelyTyped,78424.0,1,0,46776,66341
@types/compose-function,DefinitelyTyped/DefinitelyTyped,1065728.0,0,0,46776,66341
changeset,eugeneware/changeset,94460.0,2,2,117,14
@xstyled/system,gregberge/xstyled,1062029.0,2,0,2254,413
@webpack-blocks/babel,andywer/webpack-blocks,47878.0,3,3,2980,361
@lexical/clipboard,facebook/lexical,5252323.0,5,0,16955,5241
@types/react-native-version-check,DefinitelyTyped/DefinitelyTyped,827045.0,1,0,46776,66341
solidarity,infinitered/solidarity,430248.0,8,32,625,268
ferrum,adobe/ferrum,736870.0,3,21,511,244
@ptc-org/nestjs-query-core,tripss/nestjs-query,136065.0,5,0,131,200
svix,svix/svix-libs,1067472.0,5,10,1991,1254
react-virtual-list,developerdizzle/react-virtual-list,27260.0,3,16,619,86
betsy,cerebral/overmind,477118.0,1,1,1565,616
@rometools/backend-jsonrpc,rome/tools,48997.0,6,4,23934,4536
@prettier/plugin-pug,prettier/plugin-pug,745346.0,2,22,191,472
angular-ui-tree,angular-ui-tree/angular-ui-tree,2897550.0,0,28,2582,1050
counterpart,martinandert/counterpart,439453.0,5,3,242,52
@jupyter-widgets/controls,jupyter-widgets/ipywidgets,1053765.0,10,34,3018,3889
@bodiless/documentation,johnsonandjohnson/bodiless-js,50597.0,10,1,137,2060
@types/js-git,DefinitelyTyped/DefinitelyTyped,22870.0,0,0,46776,66341
@types/rails-actioncable,DefinitelyTyped/DefinitelyTyped,22975.0,0,0,46776,66341
@cspell/dict-scala,streetsidesoftware/cspell-dicts,10912459.0,0,0,200,3021
@abp/sweetalert2,abpframework/abp,141909.0,2,0,12077,18829
@backstage/plugin-events-backend-module-gerrit,backstage/backstage,52299.0,2,3,25846,22385
yamljs,jeremyfa/yaml.js,149283376.0,2,3,882,145
esbuild-plugin-alias-path,LinbuduLab/esbuild-plugins,46871.0,4,0,106,106
@radix-ui/react-use-size,radix-ui/primitives,37501961.0,4,1,13702,2183
fabric-shim-api,hyperledger/fabric-chaincode-node,1309505.0,0,1,235,417
@material/menu-surface,material-components/material-components-web,16212716.0,8,0,17050,7969
cognito-backup-restore,rahulpsd18/cognito-backup-restore,124268.0,12,5,196,47
prettier-plugin-pkg,un-ts/prettier,499290.0,1,0,243,350
react-vertical-timeline-component,stephane-monnot/react-vertical-timeline,1272231.0,3,37,1018,177
angular-dropdowns,jseppi/angular-dropdowns,77889.0,0,9,221,85
@microsoft/adaptivecards-tools,OfficeDev/TeamsFx,478174.0,5,21,417,11064
react-rainbow-components,nexxtway/react-rainbow,199752.0,19,100,1784,2635
basscss-typography,basscss/basscss,673884.0,0,5,5826,313
react-sliding-pane,DimitryDushkin/sliding-pane,640341.0,4,36,139,93
microm,zzarcon/microm,29602.0,2,9,879,47
@wdio/spec-reporter,webdriverio/webdriverio,18306032.0,5,0,8715,11895
vue-tabler-icons,alex-oleshkevich/vue-tabler-icons,147769.0,0,8,149,42
amazon-cognito-identity-js,aws-amplify/amplify-js,47855675.0,5,6,9354,10926
vue-cool-lightbox,lucaspulliese/vue-cool-lightbox,412507.0,3,20,340,143
@types/adeira__js,DefinitelyTyped/DefinitelyTyped,39009.0,0,0,46776,66341
gatsby-core-utils,gatsbyjs/gatsby,34534480.0,16,10,54975,36115
@google/markerclusterer,googlemaps/v3-utility-library,950007.0,0,0,1093,681
@types/react-native-aws3,DefinitelyTyped/DefinitelyTyped,37751.0,0,0,46776,66341
@jscad/json-deserializer,jscad/OpenJSCAD.org,30089.0,1,3,2470,1239
gatsby-plugin-offline,gatsbyjs/gatsby,6943462.0,10,7,54975,36115
@legendapp/motion,LegendApp/legend-motion,59842.0,4,21,296,15
overlayscrollbars-react,KingSora/OverlayScrollbars,2301601.0,2,0,3328,553
@types/chartjs-plugin-doughnutlabel-rebourne,DefinitelyTyped/DefinitelyTyped,25975.0,1,0,46776,66341
@angular/google-maps,angular/components,6454620.0,5,0,24036,28591
@vaadin/avatar-group,vaadin/web-components,583749.0,9,3,385,6429
lodash.uniqueid,lodash/lodash,13637391.0,0,0,58625,5615
@nlpjs/logger,axa-group/nlp.js,53007.0,2,0,6032,1368
web3-rpc-methods,ChainSafe/web3.js,430705.0,3,12,18490,6353
not-overlap-web-highlighter,alienzhou/web-highlighter,86987.0,0,32,811,115
spinkit,tobiasahlin/SpinKit,1710666.0,0,0,19275,152
@tailwindcss/typography,tailwindcss/typography,32282031.0,5,13,3503,335
vuebar,DominikSerafin/vuebar,488206.0,0,6,651,91
@commercetools-uikit/tooltip,commercetools/ui-kit,220288.0,13,1,144,2733
debounce,sindresorhus/debounce,181372268.0,0,2,702,37
@10up/block-components,10up/block-components,122907.0,14,9,206,310
pseudo-worker,nolanlawson/pseudo-worker,62709.0,0,14,245,32
@types/dotenv-safe,DefinitelyTyped/DefinitelyTyped,2383556.0,2,0,46776,66341
@types/electron-winstaller,electron/windows-installer,56174.0,1,0,1530,466
@aws-sdk/client-data-pipeline,aws/aws-sdk-js-v3,110512.0,40,7,2801,5575
postcss-easy-import,TrySound/postcss-easy-import,1553781.0,8,4,199,47
@vaadin/date-picker,vaadin/web-components,723302.0,10,3,385,6429
@heroku-cli/plugin-webhooks,heroku/cli,629263.0,4,12,851,2649
@react-types/actionbar,adobe/react-spectrum,106886.0,2,0,11345,5392
@docusaurus/plugin-google-analytics,facebook/docusaurus,8051537.0,6,0,51991,8768
ccxws,altangent/ccxws,23880.0,6,19,622,320
winston-loki,JaniAnttonen/winston-loki,978136.0,6,12,119,141
ng-http-loader,mpalourdio/ng-http-loader,511131.0,2,0,351,191
@nguniversal/builders,angular/universal,6054899.0,12,0,4022,3180
@api-viewer/common,open-wc/api-viewer-element,32138.0,3,0,255,197
@statoscope/webpack-stats-extension-compressed,statoscope/statoscope,4020215.0,5,0,1355,224
@chakra-ui/object-utils,chakra-ui/chakra-ui,12692863.0,0,1,36203,6647
p-tap,sindresorhus/p-tap,642979.0,0,5,131,7
